@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
256,67,25,24,234,0.093023,0.728261,0.736264,0.728261,0.263736,0.73224,0.26,2.801003,0.551221
257,67,25,23,235,0.089147,0.728261,0.744444,0.728261,0.255556,0.736264,0.257143,2.832126,0.553038
258,66,26,23,235,0.089147,0.717391,0.741573,0.717391,0.258427,0.729282,0.254286,2.821202,0.567144
259,66,26,22,236,0.085271,0.717391,0.75,0.717391,0.25,0.733333,0.251429,2.853261,0.570946
260,66,26,21,237,0.081395,0.717391,0.758621,0.717391,0.241379,0.73743,0.248571,2.886057,0.572557
261,65,27,21,237,0.081395,0.706522,0.755814,0.706522,0.244186,0.730337,0.245714,2.875379,0.58479
262,65,27,20,238,0.077519,0.706522,0.764706,0.706522,0.235294,0.734463,0.242857,2.909207,0.586383
263,64,28,20,238,0.077519,0.695652,0.761905,0.695652,0.238095,0.727273,0.24,2.898551,0.592145
264,64,28,19,239,0.073643,0.695652,0.771084,0.695652,0.228916,0.731429,0.237143,2.933473,0.59395
265,63,29,19,239,0.073643,0.684783,0.768293,0.684783,0.231707,0.724138,0.234286,2.922853,0.596381
266,62,30,19,239,0.073643,0.673913,0.765432,0.673913,0.234568,0.716763,0.231429,2.91197,0.599527
267,61,31,19,239,0.073643,0.663043,0.7625,0.663043,0.2375,0.709302,0.228571,2.900815,0.607859
268,60,32,19,239,0.073643,0.652174,0.759494,0.652174,0.240506,0.701754,0.225714,2.889378,0.612753
269,59,33,19,239,0.073643,0.641304,0.75641,0.641304,0.24359,0.694118,0.222857,2.877648,0.616512
270,58,34,19,239,0.073643,0.630435,0.753247,0.630435,0.246753,0.686391,0.22,2.865613,0.61702
271,57,35,19,239,0.073643,0.619565,0.75,0.619565,0.25,0.678571,0.217143,2.853261,0.617601
272,57,35,18,240,0.069767,0.619565,0.76,0.619565,0.24,0.682635,0.214286,2.891304,0.626289
273,56,36,18,240,0.069767,0.608696,0.756757,0.608696,0.243243,0.674699,0.211429,2.878966,0.63162
274,56,36,17,241,0.065891,0.608696,0.767123,0.608696,0.232877,0.678788,0.208571,2.918404,0.633793
275,55,37,17,241,0.065891,0.597826,0.763889,0.597826,0.236111,0.670732,0.205714,2.906099,0.637956
276,54,38,17,241,0.065891,0.586957,0.760563,0.586957,0.239437,0.662577,0.202857,2.893448,0.643273
277,53,39,17,241,0.065891,0.576087,0.757143,0.576087,0.242857,0.654321,0.2,2.880435,0.644602
278,53,39,16,242,0.062016,0.576087,0.768116,0.576087,0.231884,0.658385,0.197143,2.92218,0.644908
279,53,39,15,243,0.05814,0.576087,0.779412,0.576087,0.220588,0.6625,0.194286,2.965153,0.646011
280,52,40,15,243,0.05814,0.565217,0.776119,0.565217,0.223881,0.654088,0.191429,2.952628,0.656219
281,52,40,14,244,0.054264,0.565217,0.787879,0.565217,0.212121,0.658228,0.188571,2.997365,0.66103
282,51,41,14,244,0.054264,0.554348,0.784615,0.554348,0.215385,0.649682,0.185714,2.98495,0.662792
283,51,41,13,245,0.050388,0.554348,0.796875,0.554348,0.203125,0.653846,0.182857,3.03159,0.663611
284,51,41,12,246,0.046512,0.554348,0.809524,0.554348,0.190476,0.658065,0.18,3.07971,0.664025
285,50,42,12,246,0.046512,0.543478,0.806452,0.543478,0.193548,0.649351,0.177143,3.068022,0.669043
286,49,43,12,246,0.046512,0.532609,0.803279,0.532609,0.196721,0.640523,0.174286,3.055952,0.670185
287,48,44,12,246,0.046512,0.521739,0.8,0.521739,0.2,0.631579,0.171429,3.043478,0.67115
288,47,45,12,246,0.046512,0.51087,0.79661,0.51087,0.20339,0.622517,0.168571,3.030582,0.671544
289,46,46,12,246,0.046512,0.5,0.793103,0.5,0.206897,0.613333,0.165714,3.017241,0.672282
290,45,47,12,246,0.046512,0.48913,0.789474,0.48913,0.210526,0.604027,0.162857,3.003432,0.672361
291,44,48,12,246,0.046512,0.478261,0.785714,0.478261,0.214286,0.594595,0.16,2.98913,0.673694
292,43,49,12,246,0.046512,0.467391,0.781818,0.467391,0.218182,0.585034,0.157143,2.974308,0.675408
293,42,50,12,246,0.046512,0.456522,0.777778,0.456522,0.222222,0.575342,0.154286,2.958937,0.677216
294,41,51,12,246,0.046512,0.445652,0.773585,0.445652,0.226415,0.565517,0.151429,2.942986,0.681566
295,41,51,11,247,0.042636,0.445652,0.788462,0.445652,0.211538,0.569444,0.148571,2.999582,0.690669
296,40,52,11,247,0.042636,0.434783,0.784314,0.434783,0.215686,0.559441,0.145714,2.983802,0.694762
297,39,53,11,247,0.042636,0.423913,0.78,0.423913,0.22,0.549296,0.142857,2.967391,0.699372
298,38,54,11,247,0.042636,0.413043,0.77551,0.413043,0.22449,0.539007,0.14,2.950311,0.702206
299,37,55,11,247,0.042636,0.402174,0.770833,0.402174,0.229167,0.528571,0.137143,2.932518,0.707874
300,36,56,11,247,0.042636,0.391304,0.765957,0.391304,0.234043,0.517986,0.134286,2.913969,0.709576
301,35,57,11,247,0.042636,0.380435,0.76087,0.380435,0.23913,0.507246,0.131429,2.894612,0.710645
302,34,58,11,247,0.042636,0.369565,0.755556,0.369565,0.244444,0.49635,0.128571,2.874396,0.712874
303,33,59,11,247,0.042636,0.358696,0.75,0.358696,0.25,0.485294,0.125714,2.853261,0.713417
304,32,60,11,247,0.042636,0.347826,0.744186,0.347826,0.255814,0.474074,0.122857,2.831143,0.72068
305,32,60,10,248,0.03876,0.347826,0.761905,0.347826,0.238095,0.477612,0.12,2.898551,0.728733
306,31,61,10,248,0.03876,0.336957,0.756098,0.336957,0.243902,0.466165,0.117143,2.876458,0.730264
307,30,62,10,248,0.03876,0.326087,0.75,0.326087,0.25,0.454545,0.114286,2.853261,0.733917
308,30,62,9,249,0.034884,0.326087,0.769231,0.326087,0.230769,0.458015,0.111429,2.926421,0.738377
309,29,63,9,249,0.034884,0.315217,0.763158,0.315217,0.236842,0.446154,0.108571,2.903318,0.738509
310,29,63,8,250,0.031008,0.315217,0.783784,0.315217,0.216216,0.449612,0.105714,2.981786,0.73995
311,28,64,8,250,0.031008,0.304348,0.777778,0.304348,0.222222,0.4375,0.102857,2.958937,0.744135
312,27,65,8,250,0.031008,0.293478,0.771429,0.293478,0.228571,0.425197,0.1,2.934783,0.745893
313,27,65,7,251,0.027132,0.293478,0.794118,0.293478,0.205882,0.428571,0.097143,3.0211,0.746444
314,26,66,7,251,0.027132,0.282609,0.787879,0.282609,0.212121,0.416,0.094286,2.997365,0.750996
315,25,67,7,251,0.027132,0.271739,0.78125,0.271739,0.21875,0.403226,0.091429,2.972147,0.753129
316,25,67,6,252,0.023256,0.271739,0.806452,0.271739,0.193548,0.406504,0.088571,3.068022,0.753665
317,24,68,6,252,0.023256,0.26087,0.8,0.26087,0.2,0.393443,0.085714,3.043478,0.758015
318,23,69,6,252,0.023256,0.25,0.793103,0.25,0.206897,0.380165,0.082857,3.017241,0.760973
319,22,70,6,252,0.023256,0.23913,0.785714,0.23913,0.214286,0.366667,0.08,2.98913,0.762948
320,22,70,5,253,0.01938,0.23913,0.814815,0.23913,0.185185,0.369748,0.077143,3.099839,0.768141
321,21,71,5,253,0.01938,0.228261,0.807692,0.228261,0.192308,0.355932,0.074286,3.072742,0.76842
322,20,72,5,253,0.01938,0.217391,0.8,0.217391,0.2,0.34188,0.071429,3.043478,0.772829
323,19,73,5,253,0.01938,0.206522,0.791667,0.206522,0.208333,0.327586,0.068571,3.011775,0.773813
324,19,73,4,254,0.015504,0.206522,0.826087,0.206522,0.173913,0.330435,0.065714,3.142722,0.776906
325,18,74,4,254,0.015504,0.195652,0.818182,0.195652,0.181818,0.315789,0.062857,3.112648,0.779487
326,18,74,3,255,0.011628,0.195652,0.857143,0.195652,0.142857,0.318584,0.06,3.26087,0.787328
327,17,75,3,255,0.011628,0.184783,0.85,0.184783,0.15,0.303571,0.057143,3.233696,0.796734
328,16,76,3,255,0.011628,0.173913,0.842105,0.173913,0.157895,0.288288,0.054286,3.203661,0.797529
329,15,77,3,255,0.011628,0.163043,0.833333,0.163043,0.166667,0.272727,0.051429,3.17029,0.806773
330,14,78,3,255,0.011628,0.152174,0.823529,0.152174,0.176471,0.256881,0.048571,3.132992,0.826918
331,14,78,2,256,0.007752,0.152174,0.875,0.152174,0.125,0.259259,0.045714,3.328804,0.829074
332,13,79,2,256,0.007752,0.141304,0.866667,0.141304,0.133333,0.242991,0.042857,3.297101,0.829566
333,13,79,1,257,0.003876,0.141304,0.928571,0.141304,0.071429,0.245283,0.04,3.532609,0.846463
334,12,80,1,257,0.003876,0.130435,0.923077,0.130435,0.076923,0.228571,0.037143,3.511706,0.855033
335,11,81,1,257,0.003876,0.119565,0.916667,0.119565,0.083333,0.211538,0.034286,3.487319,0.865947
336,10,82,1,257,0.003876,0.108696,0.909091,0.108696,0.090909,0.194175,0.031429,3.458498,0.869001
337,10,82,0,258,0,0.108696,1,0.108696,0,0.196078,0.028571,3.804348,0.89366
338,9,83,0,258,0,0.097826,1,0.097826,0,0.178218,0.025714,3.804348,0.911938
339,8,84,0,258,0,0.086957,1,0.086957,0,0.16,0.022857,3.804348,0.919258
340,7,85,0,258,0,0.076087,1,0.076087,0,0.141414,0.02,3.804348,0.925916
341,6,86,0,258,0,0.065217,1,0.065217,0,0.122449,0.017143,3.804348,0.931099
342,5,87,0,258,0,0.054348,1,0.054348,0,0.103093,0.014286,3.804348,0.938334
343,4,88,0,258,0,0.043478,1,0.043478,0,0.083333,0.011429,3.804348,0.943017
344,3,89,0,258,0,0.032609,1,0.032609,0,0.063158,0.008571,?,0.95142
345,2,90,0,258,0,0.021739,1,0.021739,0,0.042553,0.005714,?,0.971155
346,1,91,0,258,0,0.01087,1,0.01087,0,0.021505,0.002857,?,0.977381
347,0,92,0,258,0,0,?,0,?,?,0,?,0.977391
